art_nr|art_uvp
BSP22922|54,78
BSP22924|174,82
BSP22925|159,60
BSP22926|159,59
BSP22927|48,98
BSP22928|59,21
BSP22929|49,29
BSP22930|343,00
BSP22931|171,50
BSP22933|333,00
BSP22934|333,00
BSP22935|217,00
BSP22936|264,00
BSP22938|368,00
BSP22939|171,50
BSP22940|453,00
BSP22941|453,00
BSP22942|340,00
BSP22943|340,00
BSP22944|328,00
BSP22945|303,00
BSP22946|328,00
BSP22947|303,00
BSP22948|212,50
BSP22949|224,00
BSP22950|225,00
BSP22951|741,00
BSP22952|741,00
BSP23000|764,00
BSP23001|565,00
BSP23002|45,00
BSP23003|19,50
BSP23005|10,25
BSP23007|14,35
BSP23008|7,35
BSP23011|6,00
BSP23012|58,40
BSP23013|106,00
BSP23016|16,70
BSP23018|54,30
BSP23019|9,75
BSP23022|7,40
BSP23023|4,75
BSP23024|50,90
BSP23025|34,60
BSP23027|105,70
BSP23031|9,00
BSP23032|3,80
BSP23033|89,25
BSP23035|55,70
BSP23036|11,60
BSP23037|11,60
BSP23039|21,45
BSP23040|164,95
BSP23042|16,00
BSP23043|1,65
BSP23045|10,25
BSP23046|77,90
BSP23047|77,90
BSP23048|329,50
BSP23049|329,50
BSP23050|34,30
BSP23051|10,45
BSP23052|39,30
BSP23053|39,30
BSP23055|229,50
BSP23056|121,50
BSP23057|379,00
BSP23058|53,40
BSP23059|794,00
BSP23060|794,00
BSP23061|708,00
BSP23062|29,55
BSP23063|24,70
BSP23064|425,00
BSP23065|16,10
BSP23066|63,30
BSP23069|446,00
BSP23070|64,60
BSP23071|64,60
BSP23073|4,60
BSP23075|33,65
BSP23076|65,60
BSP23077|36,75
BSP23079|358,00
BSP23080|220,00
BSP23081|11,75
BSP23083|75,00
BSP23085|55,20
BSP23087|7,85
BSP23088|157,00
BSP23089|48,70
BSP23090|120,40
BSP23091|2,75
BSP23092|129,00
BSP23093|128,00
BSP23094|300,00
BSP23095|300,00
BSP23096|26,80
BSP23097|186,00
BSP23098|48,00
BSP23099|8,35
BSP23100|18,10
BSP23101|64,60
BSP23102|46,80
BSP23103|46,80
BSP23104|46,80
BSP23105|46,80
BSP23106|16,30
BSP23107|6,20
BSP23108|11,75
BSP23109|3,50
BSP23111|785,00
BSP23112|535,00
BSP23113|78,40
BSP23114|160,50
BSP23115|126,50
BSP23116|43,30
BSP23117|40,65
BSP23118|167,00
BSP23119|6,75
BSP23120|5,55
BSP23121|280,00
BSP23122|296,00
BSP23123|137,50
BSP23124|10,60
BSP23125|114,50
BSP23127|1140,00
BSP23128|35,60
BSP23129|26,50
BSP23130|19,50
BSP23131|168,50
BSP23132|1376,00
BSP23133|43,75
BSP23134|46,80
BSP23135|105,00
BSP23136|395,00
BSP23137|328,00
BSP23138|49,80
BSP23142|32,50
BSP23147|9,80
BSP23149|6,80
BSP23150|168,50
BSP23152|65,50
BSP23153|15,45
BSP23158|166,00
BSP23159|250,00
BSP23161|45,90
BSP23162|11,10
BSP23163|46,90
BSP23164|152,00
BSP23166|133,00
BSP23170|34,75
BSP23174|216,50
BSP23175|216,50
BSP23176|86,80
BSP23178|79,30
BSP23179|16,45
BSP23180|72,40
BSP23181|35,80
BSP23183|152,50
BSP23184|110,00
BSP23185|250,00
BSP23187|46,80
BSP23188|17,35
BSP23189|633,00
BSP23190|549,00
BSP23192|165,00
BSP23194|247,50
BSP23195|1140,00
BSP23196|21,30
BSP23197|71,50
BSP23198|69,60
BSP23199|56,00
BSP23200|27,40
BSP23201|33,75
BSP23202|160,50
BSP23203|10,30
BSP23204|118,50
BSP23205|94,60
BSP23208|25,50
BSP23211|1165,00
BSP23212|229,50
BSP23215|64,60
BSP23216|25,80
BSP23217|10,30
BSP23218|764,00
BSP23219|39,85
BSP23221|16,30
BSP23223|71,90
BSP23226|6,75
BSP23228|153,00
BSP23230|67,90
BSP23231|1349,00
BSP23232|70,40
BSP23233|70,40
BSP23235|168,10
BSP23236|2,80
BSP23237|13,60
BSP23240|14,20
BSP23241|6,25
BSP23243|79,50
BSP23244|1,35
BSP23245|169,00
BSP23246|5,15
BSP23247|3,10
BSP23248|313,00
BSP23249|1,75
BSP23250|447,00
BSP23255|24,65
BSP23256|488,00
BSP23258|18,25
BSP23260|151,50
BSP23261|7,05
BSP23262|6,15
BSP23263|14,60
BSP23264|361,00
BSP23265|148,50
BSP23266|38,70
BSP23267|14,00
BSP23268|99,50
BSP23269|36,25
BSP23270|251,00
BSP23271|251,00
BSP23272|251,00
BSP23273|251,00
BSP23274|196,50
BSP23276|328,00
BSP23277|21,25
BSP23278|991,00
BSP23280|1705,00
BSP23282|27,45
BSP23283|22,15
BSP23284|36,20
BSP23286|6,15
BSP23287|591,00
BSP23288|591,00
BSP23296|10,85
BSP23298|124,00
BSP23300|3,95
BSP23301|4,05
BSP23302|33,55
BSP23304|186,00
BSP23305|82,90
BSP23306|82,90
BSP23307|39,95
BSP23308|16,30
BSP23311|243,50
BSP23312|23,35
BSP23313|23,35
BSP23314|35,50
BSP23315|77,60
BSP23316|152,00
BSP23317|152,00
BSP23318|16,55
BSP23320|43,75
BSP23321|33,40
BSP23322|47,70
BSP23323|46,80
BSP23324|19,45
BSP23325|90,70
BSP23326|125,00
BSP23327|12,40
BSP23328|14,15
BSP23329|19,45
BSP23330|78,80
BSP23331|11,50
BSP23332|77,95
BSP23333|19,90
BSP23334|170,00
BSP23335|125,00
BSP23337|3975,00
BSP23338|567,00
BSP23339|244,00
BSP23340|125,00
BSP23341|60,20
BSP23342|60,20
BSP23343|161,00
BSP23344|460,00
BSP23345|46,80
BSP23346|290,00
BSP23347|250,00
BSP23348|49,90
BSP23349|39,25
BSP23350|19,00
BSP23352|61,60
BSP23353|378,00
BSP23354|378,00
BSP23355|37,50
BSP23356|50,00
BSP23357|75,40
BSP23358|31,20
BSP23359|173,00
BSP23360|7,70
BSP23361|7,70
BSP23362|90,00
BSP23363|14,35
BSP23364|21,80
BSP23365|9,00
BSP23366|115,00
BSP23367|8,40
BSP23368|41,25
BSP23369|20,70
BSP23370|97,70
BSP23371|238,00
BSP23372|106,50
BSP23373|4,50
BSP23374|19,10
BSP23375|52,50
BSP23376|35,80
BSP23377|25,95
BSP23378|34,95
BSP23379|25,95
BSP23380|6,50
BSP23381|20,50
BSP23382|263,00
BSP23385|190,35
BSP23386|37,80
BSP23388|28,35
BSP23389|24,55
BSP23391|99,30
BSP23392|99,30
BSP23393|45,98
BSP23394|32,50
BSP23395|32,50
BSP23403|14,10
BSP23404|46,60
BSP23405|37,00
BSP23406|25,10
BSP23408|37,35
BSP23409|14,60
BSP23410|40,42
BSP23411|39,70
BSP23412|76,90
BSP23414|84,60
BSP23415|72,20
BSP23416|116,00
BSP23417|72,00
BSP23418|25,15
BSP23419|66,80
BSP23421|44,25
BSP23422|20,00
BSP23423|84,20
BSP23424|38,00
BSP23425|89,20
BSP23426|89,20
BSP23427|51,80
BSP23428|22,05
BSP23431|8,70
BSP23432|89,10
BSP23433|19,40
BSP23434|16,80
BSP23435|5,20
BSP23436|11,10
BSP23438|187,50
BSP23439|210,00
BSP23440|199,00
BSP23441|16,20
BSP23442|6,95
BSP23443|6,50
BSP23444|98,10
BSP23445|19,80
BSP23446|226,50
BSP23447|225,30
BSP23448|98,40
BSP23449|101,50
BSP23450|98,40
BSP23451|101,50
BSP23452|11,60
BSP23453|331,00
BSP23454|446,00
BSP23455|446,00
BSP23456|446,00
BSP23457|446,00
BSP23458|534,00
BSP23459|446,00
BSP23460|446,00
BSP23461|440,00
BSP23462|68,00
BSP23463|12,25
BSP23464|102,00
BSP23465|171,50
BSP23466|24,10
BSP23467|24,10
BSP23468|19,90
BSP23469|224,50
BSP23470|224,50
BSP23471|5,35
BSP23472|20,45
BSP23473|12,35
BSP23474|10,20
BSP23475|1571,00
BSP23476|142,00
BSP23477|142,00
BSP23480|12,95
BSP23482|70,60
BSP23483|55,70
BSP23484|97,20
BSP23486|66,80
BSP23487|200,00
BSP23488|216,50
BSP23489|47,15
BSP23490|20,60
BSP23491|20,60
BSP23492|106,50
BSP23493|41,80
BSP23494|40,70
BSP23495|95,30
BSP23496|19,00
BSP23497|29,05
BSP23498|19,00
BSP23499|19,00
BSP23500|19,00
BSP23501|41,00
BSP23502|46,15
BSP23503|28,25
BSP23504|25,35
BSP23505|166,50
BSP23506|166,50
BSP23507|178,00
BSP23508|51,00
BSP23509|43,75
BSP23510|175,00
BSP23511|272,00
BSP23516|891,00
BSP23517|214,50
BSP23518|214,50
BSP23519|204,50
BSP23520|204,50
BSP23521|67,90
BSP23522|113,00
BSP23523|129,00
BSP23525|3,80
BSP23526|31,90
BSP23529|33,50
BSP23532|60,50
BSP23533|27,35
BSP23535|42,80
BSP23536|30,75
BSP23537|220,50
BSP23538|6,40
BSP23540|26,30
BSP23542|5,75
BSP23544|5,75
BSP23548|16,00
BSP23549|18,00
BSP23550|18,00
BSP23551|54,65
BSP23553|81,05
BSP23554|81,05
BSP23555|2,70
BSP23556|37,50
BSP23557|58,00
BSP23558|58,00
BSP23559|47,80
BSP23562|440,00
BSP23563|34,00
BSP23564|34,00
BSP23565|32,60
BSP23569|18,75
BSP23570|18,75
BSP23571|20,80
BSP23572|20,80
BSP23573|244,00
BSP23574|244,00
BSP23579|16,45
BSP23580|35,35
BSP23582|9,90
BSP23586|41,25
BSP23587|318,00
BSP23588|19,25
BSP23589|5,90
BSP23590|5,90
BSP23591|13,75
BSP23592|13,75
BSP23593|20,65
BSP23594|21,00
BSP23595|20,65
BSP23596|21,00
BSP23597|180,95
BSP23599|209,40
BSP23601|209,40
BSP23602|226,45
BSP23603|4,50
BSP23604|4,50
BSP23614|17,30
BSP23615|17,30
BSP23621|12,40
BSP23622|45,80
BSP23623|45,80
BSP23624|34,85
BSP23625|32,00
BSP23626|68,00
BSP23627|4,45
BSP23628|4,45
BSP23629|18,80
BSP23630|26,90
BSP23632|61,70
BSP23633|61,70
BSP23634|19,90
BSP23635|6,15
BSP23636|19,90
BSP23637|6,15
BSP23640|6,65
BSP23641|6,65
BSP23642|18,10
BSP23643|22,20
BSP23644|155,00
BSP23645|155,00
BSP23646|140,50
BSP23647|306,00
BSP23648|140,50
BSP23649|306,00
BSP23650|58,00
BSP23651|337,00
BSP23652|337,00
BSP23653|29,65
BSP23654|86,35
BSP23655|4,00
BSP23656|4,00
BSP23660|1,95
BSP23661|12,85
BSP23662|12,85
BSP23663|48,95
BSP23664|205,00
BSP23665|229,05
BSP23666|21,60
BSP23667|21,60
BSP23670|259,70
BSP23671|99,70
BSP23672|39,00
BSP23673|273,00
BSP23674|29,10
BSP23675|13,60
BSP23677|31,95
BSP23678|31,95
BSP23679|190,50
BSP23680|84,20
BSP23681|9,80
BSP23682|19,90
BSP23683|19,90
BSP23685|1785,00
BSP23686|25,15
BSP23687|35,80
BSP23688|73,10
BSP23689|73,10
BSP23690|40,35
BSP23691|38,10
BSP23692|150,50
BSP23693|150,50
BSP23694|49,05
BSP23696|253,00
BSP23697|27,65
BSP23698|31,95
BSP23699|208,00
BSP23700|24,00
BSP23701|21,65
BSP23702|13,40
BSP23703|13,40
BSP23704|42,25
BSP23707|40,10
BSP23708|40,10
BSP23709|81,90
BSP23710|6,35
BSP23711|82,30
BSP23712|82,30
BSP23713|25,30
BSP23714|25,30
BSP23715|22,05
BSP23716|463,00
BSP23717|457,00
BSP23718|21,30
BSP23719|21,30
BSP23720|6,30
BSP23721|6,30
BSP23722|176,00
BSP23723|176,00
BSP23724|7,25
BSP23725|485,00
BSP23726|5,55
BSP23727|9,40
BSP23728|9,40
BSP23730|17,70
BSP23731|19,95
BSP23732|17,70
BSP23733|19,95
BSP23735|33,80
BSP23736|21,80
BSP23737|263,00
BSP23738|169,50
BSP23739|21,95
BSP23740|110,50
BSP23741|217,00
BSP23742|48,65
BSP23744|28,80
BSP23745|28,80
BSP23747|4,85
BSP23750|59,10
BSP23751|36,90
BSP23752|36,90
BSP23753|29,55
BSP23754|12,45
BSP23755|197,00
BSP23756|36,08
BSP23757|35,45
BSP23758|657,00
BSP23759|108,50
BSP23760|108,50
BSP23761|19,00
BSP23762|20,30
BSP23763|114,00
BSP23764|114,00
BSP23765|4,85
BSP23766|114,20
BSP23767|5,90
BSP23770|95,40
BSP23771|95,40
BSP23772|52,40
BSP23773|22,05
BSP23774|22,05
BSP23775|221,00
BSP23776|221,00
BSP23777|43,15
BSP23778|43,15
BSP23779|128,00
BSP23780|174,00
BSP23781|10,05
BSP23782|109,00
BSP23784|322,00
BSP23785|325,00
BSP23788|44,55
BSP23789|24,00
BSP23790|13,95
BSP23791|36,55
BSP23793|227,50
BSP23794|59,50
BSP23795|25,45
BSP23796|14,15
BSP23797|91,00
BSP23798|91,00
BSP23799|246,00
BSP23800|75,80
BSP23801|242,00
BSP23802|75,80
BSP23803|94,40
BSP23804|94,40
BSP23805|388,00
BSP23808|14,05
BSP23809|23,30
BSP23810|24,10
BSP23811|24,10
BSP23812|9,40
BSP23813|9,40
BSP23814|44,90
BSP23815|46,40
BSP23816|268,00
BSP23817|10,55
BSP23818|10,55
BSP23819|158,70
BSP23820|373,00
BSP23821|7,60
BSP23822|41,70
BSP23823|41,70
BSP23825|115,95
BSP23826|115,95
BSP23827|118,10
BSP23828|118,10
BSP23829|37,85
BSP23830|63,80
BSP23831|77,50
BSP23832|6,45
BSP23833|6,45
BSP23834|48,35
BSP23836|48,45
BSP23837|32,70
BSP23838|88,15
BSP23839|88,15
BSP23840|88,15
BSP23841|88,15
BSP23842|21,60
BSP23843|21,60
BSP23844|754,00
BSP23845|754,00
BSP23846|392,00
BSP23847|392,00
BSP23848|609,00
BSP23849|609,00
BSP23850|29,40
BSP23851|119,75
BSP23852|373,00
BSP23853|7,60
BSP23854|57,60
BSP23857|313,00
BSP23858|66,68
BSP23859|66,68
BSP23860|28,40
BSP23861|28,40
BSP23862|28,40
BSP23863|28,40
BSP23864|47,90
BSP23866|47,90
BSP23868|519,00
BSP23869|255,00
BSP23870|39,75
BSP23871|81,75
BSP23872|81,75
BSP23875|26,90
BSP23876|413,00
BSP23877|103,90
BSP23878|103,90
BSP23879|187,00
BSP23880|126,00
BSP23881|93,20
BSP23883|27,45
BSP23884|111,00
BSP23885|111,00
BSP23886|45,45
BSP23887|244,50
BSP23888|29,70
BSP23889|180,00
BSP23890|42,00
BSP23891|60,20
BSP23892|53,00
BSP23893|53,00
BSP23894|22,40
BSP23895|40,65
BSP23897|98,70
BSP23899|237,50
BSP23900|114,50
BSP23901|124,00
BSP23902|18,25
BSP23903|18,25
BSP23904|67,90
BSP23908|19,50
BSP23909|51,95
BSP23910|51,95
BSP23914|4,75
BSP23916|4,75
BSP23919|105,05
BSP23925|3,75
BSP23926|3,75
BSP23927|25,75
BSP23928|25,75
BSP23933|18,00
BSP23934|18,00
BSP23939|10,60
BSP23940|10,60
BSP23942|12,55
BSP23943|52,30
BSP23944|10,05
BSP23945|10,05
BSP23948|24,50
BSP23950|15,70
BSP23951|15,70
BSP23952|10,05
BSP23956|30,05
BSP23957|31,00
BSP23958|30,05
BSP23962|18,45
BSP23963|61,70
BSP23964|61,70
BSP23966|100,55
BSP23967|100,55
BSP23968|100,55
BSP23969|100,55
BSP23970|130,75
BSP23971|142,40
BSP23972|130,75
BSP23973|142,40
BSP23974|16,05
BSP23977|2,50
BSP23978|2,50
BSP23979|189,80
BSP23984|236,00
BSP23985|78,90
BSP23986|78,90
BSP23987|9,65
BSP23989|34,65
BSP23991|218,00
BSP23992|174,50
BSP23994|14,55
BSP23996|118,50
BSP23997|84,20
BSP23998|84,20
BSP24000|138,00
BSP24002|138,00
BSP24007|24,25
BSP24008|13,35
BSP24009|645,00
BSP24010|157,00
BSP24011|157,00
BSP24012|31,25
BSP24015|252,00
BSP24017|79,00
BSP24018|153,00
BSP24020|150,00
BSP24021|150,00
BSP24022|332,00
BSP24023|48,50
BSP24024|29,90
BSP24025|56,05
BSP24026|83,25
BSP24027|83,25
BSP24028|183,00
BSP24032|227,00
BSP24033|21,00
BSP24034|41,50
BSP24035|35,25
BSP24037|50,50
BSP24038|50,50
BSP24039|85,00
BSP24040|85,00
BSP24041|36,85
BSP24042|14,90
BSP24044|32,90
BSP24045|10,40
BSP24046|233,00
BSP24047|189,00
BSP24048|189,00
BSP24049|6,90
BSP24050|6,90
BSP24051|6,90
BSP24052|6,90
BSP24053|23,20
BSP24054|67,70
BSP24055|80,40
BSP24057|16,00
BSP24058|250,00
BSP24059|7,10
BSP24061|18,35
BSP24062|46,85
BSP24063|49,50
BSP24064|138,00
BSP24065|113,40
BSP24066|272,00
BSP24067|263,00
BSP24069|65,40
BSP24073|13,00
BSP24074|479,00
BSP24075|156,50
BSP24076|92,20
BSP24078|375,00
BSP24080|18,10
BSP24081|18,10
BSP24082|18,10
BSP24083|18,10
BSP24085|286,00
BSP24088|16,05
BSP24089|16,05
BSP24090|13,10
BSP24093|105,00
BSP24094|196,00
BSP24095|196,00
BSP24096|203,00
BSP24097|31,75
BSP24102|35,80
BSP24104|140,50
BSP24105|21,40
BSP24107|80,80
BSP24108|80,80
BSP24111|22,10
BSP24112|245,00
BSP24113|189,50
BSP24114|21,45
BSP24115|21,45
BSP24116|15,40
BSP24117|18,20
BSP24118|258,00
BSP24121|28,65
BSP24123|13,05
BSP24124|13,05
BSP24125|70,70
BSP24126|37,35
BSP24127|31,75
BSP24128|69,00
BSP24129|55,00
BSP24130|69,00
BSP24131|55,00
BSP24132|62,50
BSP24133|62,50
BSP24138|115,00
BSP24139|115,00
BSP24140|29,41
BSP24141|246,00
BSP24143|6,20
BSP24144|5,20
BSP24145|6,60
BSP24149|462,00
BSP24151|16,75
BSP24152|9,55
BSP24153|8,40
BSP24155|25,65
BSP24160|32,80
BSP24161|131,50
BSP24162|34,50
BSP24163|34,50
BSP24167|4,55
BSP24169|4,15
BSP24170|46,95
BSP24171|46,95
BSP24172|296,00
BSP24173|21,30
BSP24174|408,00
BSP24175|30,40
BSP24180|58,95
BSP24181|58,95
BSP24182|23,10
BSP24189|16,02
BSP24190|16,02
BSP24192|622,00
BSP24193|622,00
BSP24194|163,65
BSP24195|28,90
BSP24196|28,90
BSP24199|168,05
BSP24200|246,65
BSP24210|29,30
BSP24211|29,30
BSP24217|241,00
BSP24218|27,25
BSP24219|46,00
BSP24220|10,15
BSP24221|75,90
BSP24222|54,00
BSP24223|54,00
BSP24224|49,65
BSP24225|49,65
BSP24226|12,25
BSP24227|309,00
BSP24228|37,05
BSP24229|154,50
BSP24230|70,50
BSP24231|46,80
BSP24232|9,05
BSP24234|30,50
BSP24235|503,00
BSP24236|242,00
BSP24237|17,50
BSP24238|19,25
BSP24239|17,50
BSP24240|19,25
BSP24241|185,00
BSP24242|13,85
BSP24243|235,50
BSP24244|22,65
BSP24245|12,90
BSP24246|256,20
BSP24247|52,70
BSP24248|10,15
BSP24249|239,00
BSP24250|239,00
BSP24251|132,00
BSP24252|94,10
BSP24253|94,10
BSP24254|46,50
BSP24255|11,55
BSP24256|166,00
BSP24257|166,00
BSP24258|22,45
BSP24259|22,10
BSP24262|68,50
BSP24263|65,80
BSP24264|65,80
BSP24265|46,55
BSP24266|14,95
BSP24267|14,95
BSP24268|77,27
BSP24271|211,50
BSP24272|278,00
BSP24273|88,00
BSP24274|88,00
BSP24275|173,50
BSP24276|173,50
BSP24277|196,50
BSP24278|64,90
BSP24284|53,00
BSP24285|68,90
BSP24287|14,15
BSP24289|46,10
BSP24290|35,70
BSP24291|286,00
BSP24292|96,70
BSP24293|40,65
BSP24294|20,40
BSP24295|281,00
BSP24296|40,20
BSP24297|14,60
BSP24298|18,35
BSP24299|50,50
BSP24300|50,50
BSP24301|18,60
BSP24302|8,70
BSP24303|25,10
BSP24306|15,40
BSP24307|30,40
BSP24308|28,50
BSP24309|17,20
BSP24310|115,00
BSP24311|26,35
BSP24312|26,35
BSP24313|301,00
BSP24314|136,50
BSP24315|166,00
BSP24316|206,50
BSP24317|545,00
BSP24318|34,20
BSP24319|23,10
BSP24320|37,00
BSP24321|34,46
BSP24322|20,10
BSP24323|4,70
BSP24324|4,50
BSP24325|10,65
BSP24327|61,70
BSP24328|61,70
BSP24329|61,70
BSP24330|61,70
BSP24331|49,15
BSP24332|13,70
BSP24333|53,10
BSP24334|20,50
BSP24335|671,00
BSP24336|167,50
BSP24337|198,50
BSP24338|50,40
BSP24339|50,40
BSP24340|48,00
BSP24341|20,15
BSP24342|35,80
BSP24343|50,50
BSP24344|98,20
BSP24345|248,50
BSP24346|248,50
BSP24347|80,70
BSP24348|120,00
BSP24350|104,50
BSP24351|40,10
BSP24352|13,95
BSP24353|7,15
BSP24354|15,00
BSP24355|19,20
BSP24356|11,15
BSP24357|20,10
BSP24358|88,50
BSP24359|54,50
BSP24360|54,50
BSP24361|13,10
BSP24362|24,10
BSP24363|5,20
BSP24364|13,95
BSP24365|13,95
BSP24366|19,25
BSP24367|475,00
BSP24368|475,00
BSP24369|155,00
BSP24370|20,15
BSP24371|23,45
BSP24372|7,00
BSP24373|30,60
BSP24374|57,40
BSP24377|22,00
BSP24378|19,10
BSP24379|68,90
BSP24380|60,00
BSP24381|370,00
BSP24382|585,00
BSP24383|333,00
BSP24384|333,00
BW70001|34,99
BW70002|46,00
BW70003|24,80
BW70004|19,58
BW70005|19,58
BW70006|5,83
BW70007|11,00
BW70008|8,27
BW70010|15,76
BW70011|14,06
BW70013|18,08
BW70014|9,00
BW70015|14,77
BW70016|14,06
BW70017|15,14
BW70018|15,14
BW70019|18,03
BW70020|14,42
BW70021|14,42
BW70022|18,93
BW70023|18,03
BW70024|18,03
BW70025|18,93
BW70026|18,03
BW70027|18,93
BW70028|18,93
BW70029|13,30
BW70030|13,95
BW70031|13,95
BW70032|14,50
BW70033|13,50
BW70034|13,50
BW70035|15,65
BW70036|15,65
BW70037|17,20
BW70038|23,60
BW70039|22,47
BW70040|23,60
BW70041|20,43
BW70042|21,45
BW70044|23,60
BW70045|22,47
BW70046|22,47
BW70047|11,70
BW70048|20,43
BW70049|21,45
BW70050|20,43
BW70051|23,60
BW70052|22,47
BW70053|22,47
BW70054|22,47
BW70055|22,47
BW70056|22,47
BW70057|23,60
BW70058|20,30
BW70059|16,52
BW70060|15,55
BW70061|14,55
BW70062|11,90
BW70063|8,64
BW70068|15,66
BW70069|19,24
BW70070|17,70
BW70071|18,60
BW70072|10,70
BW70073|13,90
BW70075|10,30
BW70077|12,90
BW70078|14,00
BW70079|25,50
BW70080|15,10
BW70082|33,60
BW70083|15,50
BW70084|23,50
BW70087|2,40
BW70088|4,54
BW70089|5,85
BW70091|17,79
BW70092|16,76
BW70093|43,77
BW70094|8,51
BW70095|7,01
BW70095SET1+1|7,42
BW70096|7,05
BW70097|9,20
BW70099|41,30
BW70100|17,84
BW70101|19,00
BW70102|19,00
BW70103|6,58
BW70106|18,85
BW70107|12,92
BW70109|8,80
BW70110|9,71
BW70111|7,18
BW70111|6,24
BW70112|8,94
BW70113|15,26
BW70115|6,51
BW70116|6,51
BW70117|18,03
BW70118|18,93
BW70119|23,60
BW70120|23,60
BW70121|23,30
BW70122|19,83
BW70123|18,65
BW70124|19,83
BW70125|19,24
BW70126|21,07
BW70127|23,56
BW70128|22,32
BW70129|19,04
BW70131|24,54
BW70132|21,42
BW70133|22,32
BW70134|20,23
BW70135|21,66
BW70136|21,66
BW70137|20,23
BW70138|22,61
BW70139|28,41
BW70140|21,93
BW70141|21,42
BW70142|21,01
BW70143|17,61
BW70144|21,01
BW70145|21,60
BW70147|17,20
BW70148|33,50
BW70149|18,31
BW70150|43,80
BW70151|43,10
BW70152|19,87
BW70153|35,20
BW70154|24,00
BW70155|34,40
BW70156|65,40
BW70157|27,80
BW70158|24,52
BW70159|21,50
BW70160|23,70
BW70161|28,66
BW70163|28,00
BW70164|26,10
BW70165|18,70
BW70166|38,00
BW70167|15,80
BW70168|21,99
BW70169|21,99
BW70170|13,00
BW70171|13,00
BW70172|13,00
BW70173|17,40
BW70174|13,00
BW70176|18,10
BW70177|13,00
BW70178|13,00
BW70179|16,40
BW70180|16,40
BW70181|15,80
BW70182|13,80
BW70183|13,00
BW70184|17,40
BW70185|18,00
BW70186|18,00
BW70187|21,50
BW70189|19,70
BW70190|46,25
BW70191|12,60
BW70192|11,20
BW70195|21,99
BW70196|21,99
BW70197|23,80
BW70397|16,98
BW70398|18,03
BW70399|21,96
BW70400|21,45
BW70401|3,80
BW70402|21,40
BW70403|32,76
BW70404|22,47
BW70405|24,03
BW70406|27,76
BW70407|26,44
BW70408|27,76
BW70409|26,44
BW70410|25,24
BW70411|26,44
BW70412|27,76
BW70413|25,24
BW70414|25,24
BW70415|20,43
BW70416|24,03
BW70417|21,45
BW70418|20,43
BW70419|20,43
BW70420|21,45
BW70421|24,03
BW70422|25,24
BW70423|25,24
BW70424|20,43
BW70425|20,43
BW70426|20,43
BW70427|25,24
BW70428|20,43
BW70429|24,03
BW70439|12,60
BW70440|33,60
BW70442|33,20
BW70443|24,20
BW70445|24,03
BW70446|25,24
BW70447|20,43
BW70448|21,45
BW70449|8,35
BW70450|26,00
BW70451|26,00
BW70452|31,60
BW70453|36,00
BW70454|36,00
BW70455|15,42
BW70456|34,44
BW70457|32,00
BW70458|32,00
BW70459|32,00
BW70460|16,54
BW70461|16,54
BW70464|21,65
BW70465|21,65
BW70466|21,65
BW70467|21,65
BW70468|82,35
BW70469|60,60
BW70470|6,11
BW70471|5,99
BW70472|32,04
BW70473|32,04
BW70474|30,85
BW70475|30,85
